year,month,country,revenue_mad_millions
2025,4,Royaume-Uni,0.616
2025,4,Italie,0.513
2025,4,Allemagne,0.513
2025,4,États-Unis,0.411
2025,4,Belgique,0.308
2025,4,Pays-Bas,0.308
2025,4,Brésil,0.205
2025,4,Canada,0.205
2025,5,France,2.82
2025,5,Espagne,1.692
2025,5,Royaume-Uni,0.677
2025,5,Italie,0.564
2025,5,Allemagne,0.564
2025,5,États-Unis,0.451
2025,5,Belgique,0.338
2025,5,Pays-Bas,0.338
2025,5,Brésil,0.226
2025,5,Canada,0.226
2025,6,France,2.233
2025,6,Espagne,1.34
2025,6,Royaume-Uni,0.536
2025,6,Italie,0.447
2025,6,Allemagne,0.447
2025,6,États-Unis,0.357
2025,6,Belgique,0.268
2025,6,Pays-Bas,0.268
2025,6,Brésil,0.179
2025,6,Canada,0.179
2025,7,France,4.514
2025,7,Espagne,2.708
2025,7,Royaume-Uni,1.083
2025,7,Italie,0.903
2025,7,Allemagne,0.903
2025,7,États-Unis,0.722
2025,7,Belgique,0.542
2025,7,Pays-Bas,0.542
2025,7,Brésil,0.361
2025,7,Canada,0.361
2025,8,France,4.829
2025,8,Espagne,2.898
2025,8,Royaume-Uni,1.159
2025,8,Italie,0.966
2025,8,Allemagne,0.966
2025,8,États-Unis,0.773
2025,8,Belgique,0.58
2025,8,Pays-Bas,0.58
2025,8,Brésil,0.386
2025,8,Canada,0.386
2025,9,France,3.659
2025,9,Espagne,2.195
2025,9,Royaume-Uni,0.878
2025,9,Italie,0.732
2025,9,Allemagne,0.732
2025,9,États-Unis,0.585
2025,9,Belgique,0.439
2025,9,Pays-Bas,0.439
2025,9,Brésil,0.293
2025,9,Canada,0.293
2025,10,France,3.414
2025,10,Espagne,2.049
2025,10,Royaume-Uni,0.819
2025,10,Italie,0.683
2025,10,Allemagne,0.683
2025,10,États-Unis,0.546
2025,10,Belgique,0.41
2025,10,Pays-Bas,0.41
2025,10,Brésil,0.273
2025,10,Canada,0.273
2025,11,France,2.361
2025,11,Espagne,1.417
2025,11,Royaume-Uni,0.567
2025,11,Italie,0.472
2025,11,Allemagne,0.472
2025,11,États-Unis,0.378
2025,11,Belgique,0.283
2025,11,Pays-Bas,0.283
2025,11,Brésil,0.189
2025,11,Canada,0.189
2025,12,France,2.198
2025,12,Espagne,1.319
2025,12,Royaume-Uni,0.528
2025,12,Italie,0.44
2025,12,Allemagne,0.44
2025,12,États-Unis,0.352
2025,12,Belgique,0.264
2025,12,Pays-Bas,0.264
2025,12,Brésil,0.176
2025,12,Canada,0.176
2026,1,France,2.362
2026,1,Espagne,1.417
2026,1,Royaume-Uni,0.567
2026,1,Italie,0.472
2026,1,Allemagne,0.472
2026,1,États-Unis,0.378
2026,1,Belgique,0.283
2026,1,Pays-Bas,0.283
2026,1,Brésil,0.189
2026,1,Canada,0.189
2026,2,France,2.169
2026,2,Espagne,1.301
2026,2,Royaume-Uni,0.521
2026,2,Italie,0.434
2026,2,Allemagne,0.434
2026,2,États-Unis,0.347
2026,2,Belgique,0.26
2026,2,Pays-Bas,0.26
2026,2,Brésil,0.174
2026,2,Canada,0.174
2026,3,France,2.894
2026,3,Espagne,1.736
2026,3,Royaume-Uni,0.695
2026,3,Italie,0.579
2026,3,Allemagne,0.579
2026,3,États-Unis,0.463
2026,3,Belgique,0.347
2026,3,Pays-Bas,0.347
2026,3,Brésil,0.232
2026,3,Canada,0.232
2026,4,France,2.968
2026,4,Espagne,1.781
2026,4,Royaume-Uni,0.712
2026,4,Italie,0.594
2026,4,Allemagne,0.594
2026,4,États-Unis,0.475
2026,4,Belgique,0.356
2026,4,Pays-Bas,0.356
2026,4,Brésil,0.237
2026,4,Canada,0.237
2026,5,France,3.256
2026,5,Espagne,1.953
2026,5,Royaume-Uni,0.781
2026,5,Italie,0.651
2026,5,Allemagne,0.651
2026,5,États-Unis,0.521
2026,5,Belgique,0.391
2026,5,Pays-Bas,0.391
2026,5,Brésil,0.26
2026,5,Canada,0.26
2026,6,France,2.502
2026,6,Espagne,1.501
2026,6,Royaume-Uni,0.6
2026,6,Italie,0.5
2026,6,Allemagne,0.5
2026,6,États-Unis,0.4
2026,6,Belgique,0.3
2026,6,Pays-Bas,0.3
2026,6,Brésil,0.2
2026,6,Canada,0.2
2026,7,France,5.074
2026,7,Espagne,3.045
2026,7,Royaume-Uni,1.218
2026,7,Italie,1.015
2026,7,Allemagne,1.015
2026,7,États-Unis,0.812
2026,7,Belgique,0.609
2026,7,Pays-Bas,0.609
2026,7,Brésil,0.406
2026,7,Canada,0.406
2026,8,France,5.737
2026,8,Espagne,3.442
2026,8,Royaume-Uni,1.377
2026,8,Italie,1.147
2026,8,Allemagne,1.147
2026,8,États-Unis,0.918
2026,8,Belgique,0.688
2026,8,Pays-Bas,0.688
2026,8,Brésil,0.459
2026,8,Canada,0.459
2026,9,France,3.411
2026,9,Espagne,2.047
2026,9,Royaume-Uni,0.819
2026,9,Italie,0.682
2026,9,Allemagne,0.682
2026,9,États-Unis,0.546
2026,9,Belgique,0.409
2026,9,Pays-Bas,0.409
2026,9,Brésil,0.273
2026,9,Canada,0.273
2026,10,France,3.885
2026,10,Espagne,2.331
2026,10,Royaume-Uni,0.932
2026,10,Italie,0.777
2026,10,Allemagne,0.777
2026,10,États-Unis,0.622
2026,10,Belgique,0.466
2026,10,Pays-Bas,0.466
2026,10,Brésil,0.311
2026,10,Canada,0.311
2026,11,France,2.946
2026,11,Espagne,1.767
2026,11,Royaume-Uni,0.707
2026,11,Italie,0.589
2026,11,Allemagne,0.589
2026,11,États-Unis,0.471
2026,11,Belgique,0.353
2026,11,Pays-Bas,0.353
2026,11,Brésil,0.236
2026,11,Canada,0.236
2026,12,France,2.414
2026,12,Espagne,1.448
2026,12,Royaume-Uni,0.579
2026,12,Italie,0.483
2026,12,Allemagne,0.483
2026,12,États-Unis,0.386
2026,12,Belgique,0.29
2026,12,Pays-Bas,0.29
2026,12,Brésil,0.193
2026,12,Canada,0.193
