date,total_arrivals,foreign_tourists,mre_arrivals,month
2022-05-03,28622,14597,14025,5
2022-05-04,25221,12863,12358,5
2022-05-05,28140,14351,13789,5
2022-05-06,28220,14392,13828,5
2022-05-07,31339,15983,15356,5
2022-05-08,24922,12710,12212,5
2022-05-08,27613,14083,13530,5
2022-05-09,30363,15485,14878,5
2022-05-10,30083,15342,14741,5
2022-05-11,30213,15409,14804,5
2022-05-12,30034,15317,14717,5
2022-06-13,21847,11142,10705,6
2022-06-14,21685,11059,10626,6
2022-06-15,25534,13022,12512,6
2022-06-16,22728,11591,11137,6
2022-06-17,24319,12403,11916,6
2022-06-18,25135,12819,12316,6
2022-06-19,22991,11725,11266,6
2022-06-20,28134,14348,13786,6
2022-06-21,27242,13893,13349,6
2022-06-22,27491,14020,13471,6
2022-06-23,23638,12055,11583,6
2022-06-24,22073,11257,10816,6
2022-06-25,22015,11228,10787,6
2022-06-26,25092,12797,12295,6
2022-06-27,26104,13313,12791,6
2022-05-31,23681,12077,11604,6
2022-06-01,27363,13955,13408,6
2022-06-02,25295,12900,12395,6
2022-06-03,25662,13088,12574,6
2022-06-04,25026,12763,12263,6
2022-06-05,27920,14239,13681,6
2022-06-06,21956,11198,10758,6
2022-06-07,27694,14124,13570,6
2022-06-08,26753,13644,13109,6
2022-06-09,22201,11323,10878,6
2022-06-10,24069,12275,11794,6
2022-06-11,23113,11788,11325,6
2022-06-12,24466,12478,11988,6
2022-06-13,25365,12936,12429,6
2022-06-14,26266,13396,12870,6
2022-07-15,40859,20838,20021,7
2022-07-16,37646,19199,18447,7
2022-07-17,47891,24424,23467,7
2022-07-18,46226,23575,22651,7
2022-07-19,39565,20178,19387,7
2022-07-20,46991,23965,23026,7
2022-07-21,41061,20941,20120,7
2022-07-22,43931,22405,21526,7
2022-07-23,45542,23226,22316,7
2022-07-24,40079,20440,19639,7
2022-07-25,46912,23925,22987,7
2022-07-26,39712,20253,19459,7
2022-07-27,47223,24084,23139,7
2022-06-30,39088,19935,19153,7
2022-07-01,49134,25058,24076,7
2022-07-02,46917,23928,22989,7
2022-07-03,44494,22692,21802,7
2022-07-04,39768,20282,19486,7
2022-07-05,43866,22372,21494,7
2022-07-06,48447,24708,23739,7
2022-07-07,40019,20410,19609,7
2022-07-08,46523,23727,22796,7
2022-07-09,45762,23339,22423,7
2022-07-10,38435,19602,18833,7
2022-07-11,46373,23650,22723,7
2022-07-12,46055,23488,22567,7
2022-07-13,47485,24217,23268,7
2022-07-14,45888,23403,22485,7
2022-07-15,40425,20617,19808,7
2022-07-16,44402,22645,21757,7
2022-08-17,57600,29376,28224,8
2022-08-18,43329,22098,21231,8
2022-08-19,44410,22649,21761,8
2022-08-20,57414,29281,28133,8
2022-08-21,53020,27040,25980,8
2022-08-22,46603,23768,22835,8
2022-08-23,44975,22937,22038,8
2022-08-24,45669,23291,22378,8
2022-08-25,53999,27539,26460,8
2022-08-26,57529,29340,28189,8
2022-08-27,42864,21861,21003,8
2022-07-31,46166,23545,22621,8
2022-08-01,50864,25941,24923,8
2022-08-02,54309,27698,26611,8
2022-08-03,43877,22377,21500,8
2022-08-04,56837,28987,27850,8
2022-08-05,57129,29136,27993,8
2022-08-06,50077,25539,24538,8
2022-08-07,52066,26554,25512,8
2022-08-08,48938,24958,23980,8
2022-08-09,43586,22229,21357,8
2022-08-10,52969,27014,25955,8
2022-08-11,49850,25424,24426,8
2022-08-12,52962,27011,25951,8
2022-08-13,46948,23943,23005,8
2022-08-14,55307,28207,27100,8
2022-08-15,52178,26611,25567,8
2022-08-16,48565,24768,23797,8
2022-08-17,51315,26171,25144,8
2022-08-18,50929,25974,24955,8
2022-08-19,48888,24933,23955,8
2022-09-20,35660,18187,17473,9
2022-09-21,36648,18690,17958,9
2022-09-22,36794,18765,18029,9
2022-09-23,34715,17705,17010,9
2022-09-24,38216,19490,18726,9
2022-09-25,39397,20092,19305,9
2022-09-26,38394,19581,18813,9
2022-09-27,34723,17709,17014,9
2022-08-31,37408,19078,18330,9
2022-09-01,35977,18348,17629,9
2022-09-02,36349,18538,17811,9
2022-09-03,40450,20630,19820,9
2022-09-04,39670,20232,19438,9
2022-09-05,38392,19580,18812,9
2022-09-06,30722,15668,15054,9
2022-09-07,34197,17440,16757,9
2022-09-08,40604,20708,19896,9
2022-09-09,33521,17096,16425,9
2022-09-10,37455,19102,18353,9
2022-09-11,35781,18248,17533,9
2022-09-12,37235,18990,18245,9
2022-09-13,30530,15570,14960,9
2022-09-14,38201,19483,18718,9
2022-09-15,35356,18032,17324,9
2022-09-16,39830,20313,19517,9
2022-09-17,36573,18652,17921,9
2022-09-18,38710,19742,18968,9
2022-09-19,39844,20320,19524,9
2022-09-20,31720,16177,15543,9
2022-09-21,39331,20059,19272,9
2022-10-22,30007,15304,14703,10
2022-10-23,35564,18138,17426,10
2022-10-24,28902,14740,14162,10
2022-10-25,33052,16857,16195,10
2022-10-26,35777,18246,17531,10
2022-10-27,31363,15995,15368,10
2022-09-30,30376,15492,14884,10
2022-10-01,29214,14899,14315,10
2022-10-02,27824,14190,13634,10
2022-10-03,28256,14411,13845,10
2022-10-04,32116,16379,15737,10
2022-10-05,28785,14680,14105,10
2022-10-06,35658,18186,17472,10
2022-10-07,33591,17131,16460,10
2022-10-08,33834,17255,16579,10
2022-10-09,32828,16742,16086,10
2022-10-10,30481,15545,14936,10
2022-10-11,35333,18020,17313,10
2022-10-12,28355,14461,13894,10
2022-10-13,27437,13993,13444,10
2022-10-14,30734,15674,15060,10
2022-10-15,28073,14317,13756,10
2022-10-16,33745,17210,16535,10
2022-10-17,33923,17301,16622,10
2022-10-18,27710,14132,13578,10
2022-10-19,29877,15237,14640,10
2022-10-20,36703,18719,17984,10
2022-10-21,34630,17661,16969,10
2022-10-22,35165,17934,17231,10
2022-10-23,28583,14577,14006,10
2022-10-24,31488,16059,15429,10
2022-11-25,28156,14360,13796,11
2022-11-26,25194,12849,12345,11
2022-11-27,24234,12359,11875,11
2022-10-31,28617,14595,14022,11
2022-11-01,22185,11314,10871,11
2022-11-02,28547,14559,13988,11
2022-11-03,21498,10964,10534,11
2022-11-04,24719,12607,12112,11
2022-11-05,25259,12882,12377,11
2022-11-06,22981,11720,11261,11
2022-11-07,21736,11085,10651,11
2022-11-08,27834,14195,13639,11
2022-11-09,25961,13240,12721,11
2022-11-10,24541,12516,12025,11
2022-11-11,22788,11622,11166,11
2022-11-12,21706,11070,10636,11
2022-11-13,28213,14389,13824,11
2022-11-14,22871,11664,11207,11
2022-11-15,26249,13387,12862,11
2022-11-16,24953,12726,12227,11
2022-11-17,25583,13047,12536,11
2022-11-18,26024,13272,12752,11
2022-11-19,24423,12456,11967,11
2022-11-20,23581,12026,11555,11
2022-11-21,26847,13692,13155,11
2022-11-22,23477,11973,11504,11
2022-11-23,23242,11853,11389,11
2022-11-24,27577,14064,13513,11
2022-11-25,23410,11939,11471,11
2022-11-26,25020,12760,12260,11
2022-12-27,23125,11794,11331,12
2022-11-30,27496,14023,13473,12
2022-12-01,27703,14129,13574,12
2022-12-02,25940,13229,12711,12
2022-12-03,26315,13421,12894,12
2022-12-04,21537,10984,10553,12
2022-12-05,28715,14645,14070,12
2022-12-06,26965,13752,13213,12
2022-12-07,23676,12075,11601,12
2022-12-08,26445,13487,12958,12
2022-12-09,28282,14424,13858,12
2022-12-10,25030,12765,12265,12
2022-12-11,22391,11419,10972,12
2022-12-12,22271,11358,10913,12
2022-12-13,23067,11764,11303,12
2022-12-14,25666,13090,12576,12
2022-12-15,23093,11777,11316,12
2022-12-16,27871,14214,13657,12
2022-12-17,25159,12831,12328,12
2022-12-18,24636,12564,12072,12
2022-12-19,24106,12294,11812,12
2022-12-20,24237,12361,11876,12
2022-12-21,25563,13037,12526,12
2022-12-22,27980,14270,13710,12
2022-12-23,21818,11127,10691,12
2022-12-24,26075,13298,12777,12
2022-12-25,21615,11024,10591,12
2022-12-26,27399,13973,13426,12
2022-12-27,22900,11679,11221,12
2022-11-30,24237,12361,11876,12
2022-12-31,27795,14175,13620,1
2023-01-01,29619,15106,14513,1
2023-01-02,28770,14673,14097,1
2023-01-03,26848,13692,13156,1
2023-01-04,29241,14913,14328,1
2023-01-05,31836,16236,15600,1
2023-01-06,31359,15993,15366,1
2023-01-07,24464,12477,11987,1
2023-01-08,32314,16480,15834,1
2023-01-09,28884,14731,14153,1
2023-01-10,27608,14080,13528,1
2023-01-11,29340,14963,14377,1
2023-01-12,25746,13130,12616,1
2023-01-13,29467,15028,14439,1
2023-01-14,31119,15871,15248,1
2023-01-15,29613,15103,14510,1
2023-01-16,26929,13734,13195,1
2023-01-17,27783,14169,13614,1
2023-01-18,32483,16566,15917,1
2023-01-19,31913,16276,15637,1
2023-01-20,27333,13940,13393,1
2023-01-21,25979,13249,12730,1
2023-01-22,27421,13985,13436,1
2023-01-23,26581,13556,13025,1
2023-01-24,24666,12580,12086,1
2023-01-25,27437,13993,13444,1
2023-01-26,32859,16758,16101,1
2023-01-27,32445,16547,15898,1
2022-12-31,31325,15976,15349,1
2023-01-01,31496,16063,15433,1
2023-01-02,26368,13448,12920,1
2023-02-03,21130,10776,10354,2
2023-02-04,26571,13551,13020,2
2023-02-05,21813,11125,10688,2
2023-02-06,21216,10820,10396,2
2023-02-07,21856,11147,10709,2
2023-02-08,23254,11860,11394,2
2023-02-09,25083,12792,12291,2
2023-02-10,26881,13709,13172,2
2023-02-11,20849,10633,10216,2
2023-02-12,26241,13383,12858,2
2023-02-13,21744,11089,10655,2
2023-02-14,27039,13790,13249,2
2023-02-15,23844,12160,11684,2
2023-02-16,24416,12452,11964,2
2023-02-17,20616,10514,10102,2
2023-02-18,24720,12607,12113,2
2023-02-19,25794,13155,12639,2
2023-02-20,25040,12770,12270,2
2023-02-21,27149,13846,13303,2
2023-02-22,25484,12997,12487,2
2023-02-23,23431,11950,11481,2
2023-02-24,25886,13202,12684,2
2023-02-25,22150,11297,10853,2
2023-02-26,23012,11736,11276,2
2023-02-27,22513,11482,11031,2
2023-01-31,22745,11600,11145,2
2023-02-01,24990,12745,12245,2
2023-02-02,21461,10945,10516,2
2023-02-03,20446,10427,10019,2
2023-02-04,25551,13031,12520,2
2023-03-05,32770,16713,16057,3
2023-03-06,35301,18004,17297,3
2023-03-07,35321,18014,17307,3
2023-03-08,28464,14517,13947,3
2023-03-09,31272,15949,15323,3
2023-03-10,37169,18956,18213,3
2023-03-11,30640,15626,15014,3
2023-03-12,37124,18933,18191,3
2023-03-13,38134,19448,18686,3
2023-03-14,31449,16039,15410,3
2023-03-15,29047,14814,14233,3
2023-03-16,34086,17384,16702,3
2023-03-17,30160,15382,14778,3
2023-03-18,28691,14632,14059,3
2023-03-20,37454,19102,18352,3
2023-03-21,31207,15916,15291,3
2023-03-22,33674,17174,16500,3
2023-03-23,36463,18596,17867,3
2023-03-24,37465,19107,18358,3
2023-03-25,28982,14781,14201,3
2023-03-26,33234,16949,16285,3
2023-03-27,29569,15080,14489,3
2023-03-28,33951,17315,16636,3
2023-02-28,32637,16645,15992,3
2023-03-01,36416,18572,17844,3
2023-03-02,32180,16412,15768,3
2023-03-03,28706,14640,14066,3
2023-03-04,34519,17605,16914,3
2023-03-05,31301,15964,15337,3
2023-03-06,36903,18821,18082,3
2023-03-07,37672,19213,18459,3
2023-04-09,40818,20817,20001,4
2023-04-10,40611,20712,19899,4
2023-04-11,43170,22017,21153,4
2023-04-12,42986,21923,21063,4
2023-04-13,43126,21994,21132,4
2023-04-14,35217,17961,17256,4
2023-04-15,34919,17809,17110,4
2023-04-16,41201,21013,20188,4
2023-04-17,42546,21698,20848,4
2023-04-18,37565,19158,18407,4
2023-04-19,36142,18432,17710,4
2023-04-20,40840,20828,20012,4
2023-04-21,38015,19388,18627,4
2023-04-22,37507,19129,18378,4
2023-04-23,34089,17385,16704,4
2023-04-23,41929,21384,20545,4
2023-04-24,38516,19643,18873,4
2023-04-25,38762,19769,18993,4
2023-04-26,37923,19341,18582,4
2023-04-27,33672,17173,16499,4
2023-04-01,36069,18395,17674,4
2023-04-02,34017,17349,16668,4
2023-04-03,34680,17687,16993,4
2023-04-04,43039,21950,21089,4
2023-04-05,40276,20541,19735,4
2023-04-06,35295,18000,17295,4
2023-04-07,38277,19521,18756,4
2023-04-08,43451,22160,21291,4
2023-04-09,43814,22345,21469,4
2023-04-10,39091,19936,19155,4
2023-05-10,33239,16952,16287,5
2023-05-11,40317,20562,19755,5
2023-05-12,35488,18099,17389,5
2023-05-13,35033,17867,17166,5
2023-05-14,43910,22394,21516,5
2023-05-15,38863,19820,19043,5
2023-05-16,43018,21939,21079,5
2023-05-17,42672,21763,20909,5
2023-05-18,43046,21953,21093,5
2023-05-19,41147,20985,20162,5
2023-05-20,43279,22072,21207,5
2023-05-21,34652,17673,16979,5
2023-05-22,40738,20776,19962,5
2023-05-23,42390,21619,20771,5
2023-05-24,39860,20329,19531,5
2023-05-25,35057,17879,17178,5
2023-05-26,39699,20246,19453,5
2023-05-27,37425,19087,18338,5
2023-04-30,40344,20575,19769,5
2023-05-01,41032,20926,20106,5
2023-05-02,40185,20494,19691,5
2023-05-03,39999,20399,19600,5
2023-05-04,38100,19431,18669,5
2023-05-05,39617,20205,19412,5
2023-05-06,42924,21891,21033,5
2023-05-07,37584,19168,18416,5
2023-05-08,32765,16710,16055,5
2023-05-09,33638,17155,16483,5
2023-05-10,35742,18228,17514,5
2023-05-11,33818,17247,16571,5
2023-05-12,43066,21964,21102,5
2023-06-13,33565,17118,16447,6
2023-06-14,29799,15197,14602,6
2023-06-15,38345,19556,18789,6
2023-06-16,34983,17841,17142,6
2023-06-17,32293,16469,15824,6
2023-06-18,32436,16542,15894,6
2023-06-19,30041,15321,14720,6
2023-06-20,30560,15586,14974,6
2023-06-21,36117,18420,17697,6
2023-06-22,38091,19426,18665,6
2023-06-23,29754,15175,14579,6
2023-06-24,32479,16564,15915,6
2023-06-25,31145,15884,15261,6
2023-06-26,33871,17274,16597,6
2023-06-27,31524,16077,15447,6
2023-05-31,31890,16264,15626,6
2023-06-01,37805,19281,18524,6
2023-06-02,32107,16375,15732,6
2023-06-03,30299,15452,14847,6
2023-06-04,37439,19094,18345,6
2023-06-05,30234,15419,14815,6
2023-06-06,30539,15575,14964,6
2023-06-07,35056,17879,17177,6
2023-06-08,34661,17677,16984,6
2023-06-09,36437,18583,17854,6
2023-06-10,34316,17501,16815,6
2023-06-11,35496,18103,17393,6
2023-06-12,29633,15113,14520,6
2023-06-13,35762,18239,17523,6
2023-06-14,33842,17259,16583,6
2023-07-15,51856,26447,25409,7
2023-07-16,54849,27973,26876,7
2023-07-17,53229,27147,26082,7
2023-07-18,58228,29696,28532,7
2023-07-19,57935,29547,28388,7
2023-07-20,64268,32777,31491,7
2023-07-21,64903,33101,31802,7
2023-07-22,57538,29344,28194,7
2023-07-23,61086,31154,29932,7
2023-07-24,61003,31112,29891,7
2023-07-25,55532,28321,27211,7
2023-07-26,64026,32653,31373,7
2023-07-27,50658,25836,24822,7
2023-06-30,59407,30298,29109,7
2023-07-01,50263,25634,24629,7
2023-07-02,48959,24969,23990,7
2023-07-03,48878,24928,23950,7
2023-07-04,63971,32625,31346,7
2023-07-05,61232,31228,30004,7
2023-07-06,62191,31717,30474,7
2023-07-07,60171,30687,29484,7
2023-07-08,60048,30624,29424,7
2023-07-09,60924,31071,29853,7
2023-07-10,62723,31989,30734,7
2023-07-11,62789,32022,30767,7
2023-07-12,51558,26295,25263,7
2023-07-13,54661,27877,26784,7
2023-07-14,51669,26351,25318,7
2023-07-15,51075,26048,25027,7
2023-07-16,56686,28910,27776,7
2023-08-17,70020,35710,34310,8
2023-08-18,64587,32939,31648,8
2023-08-19,67034,34187,32847,8
2023-08-20,67186,34265,32921,8
2023-08-21,70192,35798,34394,8
2023-08-22,61350,31289,30061,8
2023-08-23,63228,32246,30982,8
2023-08-24,74690,38092,36598,8
2023-08-25,60197,30700,29497,8
2023-08-26,66583,33957,32626,8
2023-08-27,64825,33061,31764,8
2023-07-31,63494,32382,31112,8
2023-08-01,60677,30945,29732,8
2023-08-02,57528,29339,28189,8
2023-08-03,73171,37317,35854,8
2023-08-04,73716,37595,36121,8
2023-08-05,74086,37784,36302,8
2023-08-06,61746,31490,30256,8
2023-08-07,63130,32196,30934,8
2023-08-08,62755,32005,30750,8
2023-08-09,64194,32739,31455,8
2023-08-10,73361,37414,35947,8
2023-08-11,57245,29195,28050,8
2023-08-12,57119,29131,27988,8
2023-08-13,71385,36406,34979,8
2023-08-14,71783,36609,35174,8
2023-08-15,60070,30636,29434,8
2023-08-16,71021,36221,34800,8
2023-08-17,70310,35858,34452,8
2023-08-18,69833,35615,34218,8
2023-08-19,66109,33716,32393,8
2023-09-20,47548,24249,23299,9
2023-09-21,41162,20993,20169,9
2023-09-22,41276,21051,20225,9
2023-09-23,43870,22374,21496,9
2023-09-24,48779,24877,23902,9
2023-09-25,47972,24466,23506,9
2023-09-26,50268,25637,24631,9
2023-09-27,46487,23708,22779,9
2023-08-31,50042,25521,24521,9
2023-09-01,41399,21113,20286,9
2023-09-02,53880,27479,26401,9
2023-09-03,44524,22707,21817,9
2023-09-04,49374,25181,24193,9
2023-09-05,43006,21933,21073,9
2023-09-06,53293,27179,26114,9
2023-09-07,53646,27359,26287,9
2023-09-08,49018,24999,24019,9
2023-09-09,50133,25568,24565,9
2023-09-10,54166,27625,26541,9
2023-09-11,46017,23469,22548,9
2023-09-12,53211,27138,26073,9
2023-09-13,43290,22078,21212,9
2023-09-14,43615,22244,21371,9
2023-09-15,47683,24318,23365,9
2023-09-16,44940,22919,22021,9
2023-09-17,41647,21240,20407,9
2023-09-18,44593,22742,21851,9
2023-09-19,47072,24007,23065,9
2023-09-20,45126,23014,22112,9
2023-09-21,41722,21278,20444,9
2023-10-22,37236,18990,18246,10
2023-10-23,37904,19331,18573,10
2023-10-24,48267,24616,23651,10
2023-10-25,41723,21279,20444,10
2023-10-26,44821,22859,21962,10
2023-10-27,48950,24965,23985,10
2023-09-30,38948,19863,19085,10
2023-10-01,38869,19823,19046,10
2023-10-02,43861,22369,21492,10
2023-10-03,39978,20389,19589,10
2023-10-04,39280,20033,19247,10
2023-10-05,44326,22606,21720,10
2023-10-06,40891,20854,20037,10
2023-10-07,47230,24087,23143,10
2023-10-08,45577,23244,22333,10
2023-10-09,45378,23143,22235,10
2023-10-10,41374,21101,20273,10
2023-10-11,41032,20926,20106,10
2023-10-12,37945,19352,18593,10
2023-10-13,43840,22358,21482,10
2023-10-14,36866,18802,18064,10
2023-10-15,45207,23056,22151,10
2023-10-16,46812,23874,22938,10
2023-10-17,48457,24713,23744,10
2023-10-18,48421,24695,23726,10
2023-10-19,46298,23612,22686,10
2023-10-20,41316,21071,20245,10
2023-10-21,46303,23615,22688,10
2023-10-22,47392,24170,23222,10
2023-10-23,41109,20966,20143,10
2023-10-24,41395,21111,20284,10
2023-11-25,37371,19059,18312,11
2023-11-26,37959,19359,18600,11
2023-11-27,33903,17291,16612,11
2023-10-31,37137,18940,18197,11
2023-11-01,38290,19528,18762,11
2023-11-02,29050,14816,14234,11
2023-11-03,31514,16072,15442,11
2023-11-04,30676,15645,15031,11
2023-11-05,33122,16892,16230,11
2023-11-06,33760,17218,16542,11
2023-11-07,37921,19340,18581,11
2023-11-08,29915,15257,14658,11
2023-11-09,31084,15853,15231,11
2023-11-10,35166,17935,17231,11
2023-11-11,28429,14499,13930,11
2023-11-12,35146,17924,17222,11
2023-11-13,33230,16947,16283,11
2023-11-14,33080,16871,16209,11
2023-11-15,32461,16555,15906,11
2023-11-16,37482,19116,18366,11
2023-11-17,34326,17506,16820,11
2023-11-18,30996,15808,15188,11
2023-11-19,34769,17732,17037,11
2023-11-20,33554,17113,16441,11
2023-11-21,36550,18641,17909,11
2023-11-22,34527,17609,16918,11
2023-11-23,31554,16093,15461,11
2023-11-24,38308,19537,18771,11
2023-11-25,29109,14846,14263,11
2023-11-26,37812,19284,18528,11
2023-12-27,29996,15298,14698,12
2023-11-30,33970,17325,16645,12
2023-12-01,36272,18499,17773,12
2023-12-02,31207,15916,15291,12
2023-12-03,29547,15069,14478,12
2023-12-04,31504,16067,15437,12
2023-12-05,28678,14626,14052,12
2023-12-06,36430,18579,17851,12
2023-12-07,37680,19217,18463,12
2023-12-08,30402,15505,14897,12
2023-12-09,30413,15511,14902,12
2023-12-10,37675,19214,18461,12
2023-12-11,37099,18920,18179,12
2023-12-12,29625,15109,14516,12
2023-12-13,28880,14729,14151,12
2023-12-14,30318,15462,14856,12
2023-12-15,28791,14683,14108,12
2023-12-16,35283,17994,17289,12
2023-12-17,32118,16380,15738,12
2023-12-18,34919,17809,17110,12
2023-12-19,31476,16053,15423,12
2023-12-20,36813,18775,18038,12
2023-12-21,36360,18544,17816,12
2023-12-22,35796,18256,17540,12
2023-12-23,31517,16074,15443,12
2023-12-24,37401,19075,18326,12
2023-12-25,31506,16068,15438,12
2023-12-26,32461,16555,15906,12
2023-12-27,32208,16426,15782,12
2023-11-30,28814,14695,14119,12
2023-12-31,33970,17325,16645,1
2024-01-01,36064,18393,17671,1
2024-01-02,37112,18927,18185,1
2024-01-03,35439,18074,17365,1
2024-01-04,31234,15929,15305,1
2024-01-05,31168,15896,15272,1
2024-01-06,33935,17307,16628,1
2024-01-07,36876,18807,18069,1
2024-01-08,35749,18232,17517,1
2024-01-09,31413,16021,15392,1
2024-01-10,36029,18375,17654,1
2024-01-11,38503,19637,18866,1
2024-01-12,35023,17862,17161,1
2024-01-13,37159,18951,18208,1
2024-01-14,37556,19154,18402,1
2024-01-15,32930,16794,16136,1
2024-01-16,30993,15806,15187,1
2024-01-17,37705,19230,18475,1
2024-01-18,30331,15469,14862,1
2024-01-19,29950,15275,14675,1
2024-01-20,30283,15444,14839,1
2024-01-21,31785,16210,15575,1
2024-01-22,35647,18180,17467,1
2024-01-23,37774,19265,18509,1
2024-01-24,34822,17759,17063,1
2024-01-25,37488,19119,18369,1
2024-01-26,30151,15377,14774,1
2024-01-27,35461,18085,17376,1
2023-12-31,33969,17324,16645,1
2024-01-01,38594,19683,18911,1
2024-01-02,29671,15132,14539,1
2024-02-03,31915,16277,15638,2
2024-02-04,26592,13562,13030,2
2024-02-05,24508,12499,12009,2
2024-02-06,29502,15046,14456,2
2024-02-07,28188,14376,13812,2
2024-02-08,30997,15808,15189,2
2024-02-09,29498,15044,14454,2
2024-02-10,32256,16451,15805,2
2024-02-11,31003,15812,15191,2
2024-02-12,32339,16493,15846,2
2024-02-13,31117,15870,15247,2
2024-02-14,32212,16428,15784,2
2024-02-15,32513,16582,15931,2
2024-02-16,25860,13189,12671,2
2024-02-17,26136,13329,12807,2
2024-02-18,24456,12473,11983,2
2024-02-19,25062,12782,12280,2
2024-02-20,30350,15479,14871,2
2024-02-21,24357,12422,11935,2
2024-02-22,26733,13634,13099,2
2024-02-23,30536,15573,14963,2
2024-02-24,30721,15668,15053,2
2024-02-25,26950,13745,13205,2
2024-02-26,32500,16575,15925,2
2024-02-27,32774,16715,16059,2
2024-01-31,24855,12676,12179,2
2024-02-01,28329,14448,13881,2
2024-02-02,27128,13835,13293,2
2024-02-03,27710,14132,13578,2
2024-02-04,25075,12788,12287,2
2024-03-05,35629,18171,17458,3
2024-03-06,40840,20828,20012,3
2024-03-07,40940,20879,20061,3
2024-03-08,34906,17802,17104,3
2024-03-09,34961,17830,17131,3
2024-03-11,42483,21666,20817,3
2024-03-12,42282,21564,20718,3
2024-03-13,34916,17807,17109,3
2024-03-14,41522,21176,20346,3
2024-03-15,44157,22520,21637,3
2024-03-16,41887,21362,20525,3
2024-03-17,36236,18480,17756,3
2024-03-18,44192,22538,21654,3
2024-03-19,37628,19190,18438,3
2024-03-20,35845,18281,17564,3
2024-03-21,39064,19923,19141,3
2024-03-22,36618,18675,17943,3
2024-03-23,44909,22904,22005,3
2024-03-24,40976,20898,20078,3
2024-03-25,35418,18063,17355,3
2024-03-26,44905,22902,22003,3
2024-03-27,45722,23318,22404,3
2024-03-28,41795,21315,20480,3
2024-02-29,35837,18277,17560,3
2024-03-01,39089,19935,19154,3
2024-03-02,45623,23268,22355,3
2024-03-03,39765,20280,19485,3
2024-03-04,34848,17772,17076,3
2024-03-05,35575,18143,17432,3
2024-03-06,39270,20028,19242,3
2024-03-07,39482,20136,19346,3
2024-04-09,43902,22390,21512,4
2024-04-10,43034,21947,21087,4
2024-04-11,39227,20006,19221,4
2024-04-12,51195,26109,25086,4
2024-04-13,41519,21175,20344,4
2024-04-14,42971,21915,21056,4
2024-04-14,49421,25205,24216,4
2024-04-15,50782,25899,24883,4
2024-04-16,47877,24417,23460,4
2024-04-17,51948,26493,25455,4
2024-04-18,51479,26254,25225,4
2024-04-19,41583,21207,20376,4
2024-04-20,50820,25918,24902,4
2024-04-21,45037,22969,22068,4
2024-04-22,43034,21947,21087,4
2024-04-23,47922,24440,23482,4
2024-04-24,46506,23718,22788,4
2024-04-25,47615,24284,23331,4
2024-04-26,50327,25667,24660,4
2024-04-27,44954,22927,22027,4
2024-04-01,52088,26565,25523,4
2024-04-02,41556,21194,20362,4
2024-04-03,45878,23398,22480,4
2024-04-04,40827,20822,20005,4
2024-04-05,39009,19895,19114,4
2024-04-06,45048,22974,22074,4
2024-04-07,49456,25223,24233,4
2024-04-08,45484,23197,22287,4
2024-04-09,43549,22210,21339,4
2024-04-10,48883,24930,23953,4
2024-05-10,45280,23093,22187,5
2024-05-11,51000,26010,24990,5
2024-05-12,39335,20061,19274,5
2024-05-13,49452,25221,24231,5
2024-05-14,48846,24911,23935,5
2024-05-15,40665,20739,19926,5
2024-05-16,40194,20499,19695,5
2024-05-17,50110,25556,24554,5
2024-05-18,48308,24637,23671,5
2024-05-19,39138,19960,19178,5
2024-05-20,48053,24507,23546,5
2024-05-21,41581,21206,20375,5
2024-05-22,45639,23276,22363,5
2024-05-23,38982,19881,19101,5
2024-05-24,50998,26009,24989,5
2024-05-25,42388,21618,20770,5
2024-05-26,52094,26568,25526,5
2024-05-27,47686,24320,23366,5
2024-04-30,46707,23821,22886,5
2024-05-01,41018,20919,20099,5
2024-05-02,48050,24506,23544,5
2024-05-03,43580,22226,21354,5
2024-05-04,47526,24238,23288,5
2024-05-05,40919,20869,20050,5
2024-05-06,41526,21178,20348,5
2024-05-07,40357,20582,19775,5
2024-05-08,39914,20356,19558,5
2024-05-09,41812,21324,20488,5
2024-05-10,47655,24304,23351,5
2024-05-11,46617,23775,22842,5
2024-05-12,46296,23611,22685,5
2024-06-13,38630,19701,18929,6
2024-06-14,40662,20738,19924,6
2024-06-15,38580,19676,18904,6
2024-06-16,36247,18486,17761,6
2024-06-17,40513,20662,19851,6
2024-06-18,38013,19387,18626,6
2024-06-19,45269,23087,22182,6
2024-06-20,38294,19530,18764,6
2024-06-21,40942,20880,20062,6
2024-06-22,41827,21332,20495,6
2024-06-23,37376,19062,18314,6
2024-06-24,40086,20444,19642,6
2024-06-25,37296,19021,18275,6
2024-06-26,42626,21739,20887,6
2024-06-27,35618,18165,17453,6
2024-05-31,36339,18533,17806,6
2024-06-01,40119,20461,19658,6
2024-06-02,40401,20605,19796,6
2024-06-03,41330,21078,20252,6
2024-06-04,41747,21291,20456,6
2024-06-05,45166,23035,22131,6
2024-06-06,44051,22466,21585,6
2024-06-07,37100,18921,18179,6
2024-06-08,37860,19309,18551,6
2024-06-09,35826,18271,17555,6
2024-06-10,37628,19190,18438,6
2024-06-11,45688,23301,22387,6
2024-06-12,40026,20413,19613,6
2024-06-13,37066,18904,18162,6
2024-06-14,40180,20492,19688,6
2024-07-15,64411,32850,31561,7
2024-07-16,77457,39503,37954,7
2024-07-17,66768,34052,32716,7
2024-07-18,62064,31653,30411,7
2024-07-19,75882,38700,37182,7
